"title","genre"
"The Californians","Western"
"Wild North","""Documentary, Special Interest"""
"Betsy's Kindergarten Adventures","""Animation, Kids"""
"The Kacey Musgraves Christmas Show","Comedy"
"Grand Tours of Scotland's Lochs","""Documentary, Special Interest"""
"Kung Food","Kids"
"Constitution USA with Peter Sagal","""Documentary, Special Interest"""
"Trail of Tears","""Documentary, Special Interest"""
"Nurses Who Kill","""British TV Shows, Crime TV Shows, Docuseries"""
"Eat. Race. Win.","""Documentary, Special Interest, Sports"""
"Christmas Through the Decades","""Documentary, Kids, Special Interest"""
"Ilana Glazer: The Planet Is Burning","Comedy"
"Bad Ink","""Documentary, Special Interest, Unscripted"""
"Billion Dollar Wreck","TV Shows"
"If You Give a Mouse a Cookie","Kids"
"Bulge Bracket","""Comedy, Drama"""
"Creative Galaxy","Kids"
"Battlefield Recovery","""British TV Shows, Docuseries, Reality TV"""
"Hot Girl","Drama"
"Tokyo Vampire Hotel","""Fantasy, Horror, International"""
"Snog Marry Avoid?","TV Shows"
"The Snowy Day","Kids"
"Top Gear: Ambitious But Rubbish","Documentary"
"Knock Knock Ghost","TV Shows"
"Best Lover","""International TV Shows, Romantic TV Shows, TV Comedies"""
"Total Bellas","Reality"
"Behind Bars: Rookie Year","Documentary"
"Nip/Tuck","""Drama, Romance"""
"One Tree Hill","""Drama, Teen"""
"Sailor Moon","""Action, Anime, Comedy"""
"Tokyo Ghoul","""Anime, Horror, International"""
"CSI: Crime Scene Investigation","""Crime, Drama, Mystery"""
"Mayans M.C.","""Crime, Drama"""
"Genius","""Comedy, Family, Romance, Sci-Fi"""
"The Unit","""Action, Adventure, Drama"""
"Brockmire","""Comedy, Sitcom"""
"Looking for Alaska","""Drama, Romance, Teen"""
"Empire","""Black Stories, Drama, Music"""
"Letterkenny","""Comedy, International, Sitcom"""
"Absolutely Fabulous","""Comedy, International, Sitcom"""
"Cardinal","""Action, Adventure, Crime"""
"The Mighty Boosh","""Comedy, International"""
"Dragon Ball Super","""Action, Adventure, Anime"""
"Staged","""Comedy, Drama, International"""
"Saturday Night Live","""Comedy, Late Night, Sketch Comedy"""
"Wayward Pines","""Crime, Drama, Mystery"""
"Switched at Birth","""Drama, Family, Teen"""
"Scream Queens","""Comedy, Horror, Mystery"""
"Top of the Lake","""Crime, Drama, Horror"""
"The Golden Girls","""Classics, Comedy, Sitcom"""
"The Purge","""Action, Drama, Horror"""
"Dragon Ball","""Action, Adventure, Anime"""
"The Resident","Suspense"
"The Bold Type","""Black Stories, Drama, Lifestyle & Culture"""
"Ugly Betty","""Comedy, Drama, Teen"""
"Anthony Bourdain: No Reservations","""Cooking & Food, Lifestyle & Culture"""
"Graceland","""Action, Crime, Drama"""
"The Wonder Years","""Comedy, Sitcom"""
"UnREAL","""Drama, Romance"""
"Harlots","""Drama, International"""
"Cougar Town","Comedy"
"I Love Lucy","""Classics, Comedy, Family"""
"Witches of East End","""Drama, Horror, Science Fiction"""
"Black Clover","""Action, Adventure, Anime"""
"The Mindy Project","""Comedy, Sitcom"""
"Salem","""Drama, Thriller"""
"Nashville","""Drama, Music"""
"Steven Universe","""Adventure, Cartoons, Comedy"""
"Blindspot","""Action, Crime, Drama"""
"The Rookie","""Drama, Family, Sport"""
"Catch-22","""Action, Comedy, Military and War"""
"Whitechapel","""Drama, Suspense"""
"M*A*S*H","""Action, Adventure, Comedy"""
"Regular Show","""Cartoons, Comedy, Family"""
"Sleepy Hollow","""Adventure, Drama, Mystery"""
"Prodigal Son","""Crime, Drama"""
"Better Off Ted","""Comedy, Sitcom"""
"Chicago Fire","""Action, Drama"""
"Cruel Summer","""Drama, Horror, Suspense"""
"The Last Ship","""Action, Drama"""
"Castle Rock","""Drama, Horror"""
"Law & Order: Special Victims Unit","""Crime, Drama, Mystery"""
"Raising Hope","""Comedy, Sitcom"""
"Motherland: Fort Salem","""Drama, Science Fiction"""
"Timeless","""Action, Adventure, Drama"""
"Scandal","""Black Stories, Drama"""
"The Great","""Comedy, Drama, History"""
"This Way Up","""Comedy, Drama, International"""
"Dollhouse","""Action, Adventure, Drama"""
"Malcolm in the Middle","""Comedy, Family, Sitcom"""
"Key & Peele","""Black Stories, Comedy, Sketch Comedy"""
"The League","""Comedy, Sitcom"""
"The Terror","""Drama, Horror, Suspense"""
"The Strain","""Horror, Thriller"""
"The Venture Bros.","""Adult Animation, Comedy"""
"My Name Is Earl","""Comedy, Sitcom"""
"Devs","""Drama, Science Fiction, Thriller"""
"You're the Worst","""Comedy, Sitcom"""
"Elfen Lied","Anime"
"Better Things","""Comedy, Drama"""
"Future Man","""Comedy, Science Fiction"""
"The Gifted","""Action, Adventure, Drama"""
"RuPaul's Drag Race All Stars","""Black Stories, LGBTQ+, Lifestyle & Culture"""
"My Mad Fat Diary","""Comedy, Drama, International"""
"Stargate Universe","""Action, Adventure, Family"""
"Everybody Hates Chris","""Black Stories, Comedy, Family"""
"Shadowhunters","""Drama, Romance, Teen"""
"Rescue Me","""Action, Comedy, Drama"""
"Marvel's Runaways","""Action, Adventure, Drama"""
"Stargate Atlantis","""Action, Adventure, Family"""
"Chicago P.D.","""Action, Crime, Drama"""
"American Dad!","""Adult Animation, Comedy, Sitcom"""
"The Exorcist","TV Shows"
"In the Flesh","""Drama, Horror, International"""
"The Librarians","""Action, Adventure, Drama"""
"Little Fires Everywhere","""Black Stories, Drama"""
"My So-Called Life","""Drama, Teen"""
"The Last Man on Earth","""Comedy, Sitcom"""
"Lethal Weapon","""Action, Adventure, Black Stories"""
"Please Like Me","""Comedy, Drama, International"""
"The Goldbergs","""Comedy, Family, Sitcom"""
"Snowfall","""Black Stories, Drama"""
"American Horror Stories","""Drama, Horror"""
"Fairy Tail","""Anime, International"""
"Ally McBeal","""Classics, Comedy, Drama"""
"Ghost Whisperer","""Drama, Family, Mystery"""
"Top Chef","""Cooking & Food, Family, Reality"""
"Assassination Classroom","""Action, Anime, International"""
"Fosse/Verdon","Drama"
"Rugrats","""Cartoons, Kids"""
"FLCL","""Anime, International"""
"Angie Tribeca","""Comedy, Sitcom"""
"Legends","""Action, Adventure, Drama"""
"Everything's Gonna Be Okay","""Comedy, Drama"""
"Roswell","""Action, Adventure, Drama"""
"Pitch","""Drama, Sports"""
"The Amazing Race","TV Shows"
"Life in Pieces","TV Shows"
"30 for 30","""Documentaries, Sports"""
"Underground","Action"
"The Bridge","""Drama, Suspense"""
"The Glades","""Crime, Drama"""
"NOS4A2","""Drama, Horror, Mystery"""
"Hey Arnold!","""Cartoons, Comedy, Family"""
"Numb3rs","""Crime, Drama, Mystery"""
"I Am the Night","""Drama, Mystery"""
"Psycho-Pass","""Action, Adventure, Anime"""
"Wu-Tang: An American Saga","""Black Stories, Drama"""
"Star vs. the Forces of Evil","""Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi, Thriller"""
"My Wife and Kids","""Comedy, Sitcom"""
"Devious Maids","Drama"
"Kitchen Nightmares","""Cooking & Food, Lifestyle & Culture, Reality"""
"Rascal Does Not Dream of Bunny Girl Senpai","""Anime, Comedy, Romance"""
"Deadliest Catch","""Adventure, Documentaries, Reality"""
"Single Parents","""Comedy, Sitcom"""
"Descendants of the Sun","""Action, Adventure, Drama"""
"Overlord","""Comedy, Suspense"""
"Friday Night Dinner","Comedy"
"The Mick","""Comedy, Sitcom"""
"Good Trouble","""Drama, Teen"""
"10 Things I Hate About You","""Comedy, Drama, Romance"""
"The Son","""Drama, History"""
"Making It","""Lifestyle & Culture, Reality"""
"Ghost Adventures","""Family, Horror, Reality"""
"Shark Tank","Reality"
"Marvel's M.O.D.O.K.","""Adult Animation, Comedy, Science Fiction"""
"Claws","""Comedy, Crime, Drama"""
"Hellsing Ultimate","""Action, Adventure, Anime"""
"Ben 10","Kids' TV"
"Lodge 49","""Comedy, Drama"""
"Brassic","Comedy"
"Yu Yu Hakusho","""Action, Adventure, Anime"""
"Body of Proof","""Crime, Drama"""
"Last Man Standing","""Comedy, Family, Sitcom"""
"SIX","""Action, Adventure, Drama"""
"Trust","Drama"
"Solar Opposites","""Adult Animation, Comedy, Science Fiction"""
"Doc Martin","""Comedy, Drama, International"""
"King of the Hill","""Adult Animation, Comedy, Sitcom"""
"Will & Grace","""Comedy, LGBTQ+, Sitcom"""
"Mom","""Comedy, Sitcom"""
"The Hitchhiker's Guide to the Galaxy","Science Fiction"
"Murdoch Mysteries","""Drama, International, Mystery"""
"The Musketeers","""Action, Drama"""
"Boruto: Naruto Next Generations","""Action, Adventure, Anime"""
"People of Earth","""Comedy, Science Fiction, Sitcom"""
"Hell's Kitchen","""Cooking & Food, Family, Lifestyle & Culture"""
"Blackadder","""Comedy, International, Sitcom"""
"The Amazing World of Gumball","""Cartoons, Comedy, Family"""
"Horace and Pete","""Comedy, Drama"""
"High Fidelity","""Comedy, Romance"""
"Bunheads","""Drama, Family"""
"Good Behavior","""Drama, Thriller"""
"Afro Samurai","""Action, Adventure, Anime"""
"S.W.A.T.","""Action, Adventure, Crime"""
"For Life","Drama"
"Man Seeking Woman","""Comedy, Romance, Sitcom"""
"Animaniacs","""Comedy, Kids"""
"The Eric Andre Show","Comedy"
"MasterChef","""Cooking & Food, Family, Lifestyle & Culture"""
"Drake & Josh","""Comedy, Family, Kids"""
"Queen Sugar","""Black Stories, Drama"""
"Breeders","""Comedy, Sitcom"""
"Legit","""Comedy, Sitcom"""
"Das Boot","""Drama, International"""
"Make It or Break It","""Drama, Teen"""
"The Split","""Drama, International, Romance"""
"Chance","""Animation, Drama"""
"The Wrong Mans","""Action, Adventure, Comedy"""
"Big Sky","""Action, Drama, Suspense"""
"Rurouni Kenshin","""Anime, Science Fiction"""
"Touch","""Romance, Suspense"""
"Baskets","Comedy"
"Casual","""Comedy, Sitcom"""
"Greek","""Drama, Teen"""
"The Detour","""Comedy, Sitcom"""
"Flashpoint","""Action, Crime, Drama"""
"ER","Drama"
"Angel","""Action, Comedy"""
"Terminator: The Sarah Connor Chronicles","""Action, Adventure, Drama"""
"The Good Doctor","Drama"
"The Great British Baking Show: Holidays","""British TV Shows, Reality TV"""
"Manhunt: Deadly Games","""Crime TV Shows, TV Dramas, TV Mysteries"""
"La Esclava Blanca","""International TV Shows, Spanish-Language TV Shows, TV Dramas"""
"Game Winning Hit","""International TV Shows, TV Comedies, TV Dramas"""
"CoComelon","Kids"
"Lugar de Mulher","""International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies"""
"Chhota Bheem","Kids' TV"
"Kibaoh Klashers","Kids' TV"
"Jumping Girl","""International TV Shows, Korean TV Shows, Romantic TV Shows"""
"Trailer Park Boys: Out of the Park: USA","""International TV Shows, TV Comedies"""
"Tjovitjo","""International TV Shows, TV Dramas"""
"Cocomong","""Adventure, Animation, Kids"""
"Nailed It! Spain","""International TV Shows, Reality TV, Spanish-Language TV Shows"""
"Bangkok Buddies","""International TV Shows, TV Comedies, TV Dramas"""
"No Time for Shame","""International TV Shows, Reality TV, Spanish-Language TV Shows"""
"La Grande Chaumière Violette","""International TV Shows, TV Dramas"""
"Word Party Songs","Kids' TV"
"Stunt Science","""British TV Shows, International TV Shows, Reality TV"""
"Be with You","""International TV Shows, Romantic TV Shows, TV Dramas"""
"Lucky Days","""International TV Shows, Romantic TV Shows, TV Comedies"""
"The Year of Happiness and Love","""International TV Shows, Romantic TV Shows, TV Comedies"""
"Yours Fatefully","""International TV Shows, Romantic TV Shows, TV Comedies"""
"Futmalls.com","""Crime TV Shows, International TV Shows, TV Dramas"""
"Paprika","Kids' TV"
"Sleepless Society: Bedtime Wishes","""Crime TV Shows, International TV Shows, TV Dramas"""
"Under the Black Moonlight","""International TV Shows, Korean TV Shows, TV Dramas"""
"Sudden","""International TV Shows, Romantic TV Shows, TV Dramas"""
"Show Me the Money","""International TV Shows, TV Comedies"""
"Love Naggers","""International TV Shows, Stand-Up Comedy & Talk Shows"""
"The Truth","""Crime TV Shows, International TV Shows, TV Action & Adventure"""
"Miniforce","""Kids' TV, Korean TV Shows"""
"Laws of Attraction","""International TV Shows, Romantic TV Shows, TV Comedies"""
"Westside Story","""International TV Shows, Romantic TV Shows, TV Action & Adventure"""
"A House of Blocks","""International TV Shows, TV Dramas, TV Horror"""
"Two Fathers","""International TV Shows, Romantic TV Shows, TV Comedies"""
"Caught on Camera","""British TV Shows, Crime TV Shows, Docuseries"""
"Hati Perempuan","""International TV Shows, Romantic TV Shows, TV Dramas"""
"Heart & Soul","""International TV Shows, TV Dramas"""
"Unlucky Ploy","""International TV Shows, Romantic TV Shows, TV Comedies"""
"Beyond Stranger Things","""Stand-Up Comedy & Talk Shows, TV Mysteries, TV Sci-Fi & Fantasy"""
"Diamond City","""Crime TV Shows, International TV Shows, TV Dramas"""
"Sexy Central","""International TV Shows, Romantic TV Shows, TV Dramas"""
"Click for Murder","""British TV Shows, Crime TV Shows, Docuseries"""
"Fukrey Boyzzz","""Kids' TV, TV Comedies"""
"True: Wonderful Wishes","Kids' TV"
"Robozuna","""British TV Shows, Kids' TV"""
"Droppin' Cash: Los Angeles","Reality TV"
"Immortal Classic","""International TV Shows, Korean TV Shows, TV Dramas"""
"Kongsuni and Friends","""Kids' TV, Korean TV Shows"""
"Made in Mexico","""International TV Shows, Reality TV, Spanish-Language TV Shows"""
"Love for Ten: Generation of Youth","""International TV Shows, Korean TV Shows, Romantic TV Shows"""
"The Truth Seekers","""Crime TV Shows, International TV Shows, TV Dramas"""
"Ponysitters Club","""Kids' TV, TV Dramas"""
"The Sound of Your Heart: Reboot","""International TV Shows, Korean TV Shows, TV Comedies"""
"My Dear Warrior","""International TV Shows, Romantic TV Shows, TV Comedies"""
"Love Cheque Charge","""International TV Shows, Romantic TV Shows, TV Comedies"""
"Color of Woman","""International TV Shows, Korean TV Shows, Romantic TV Shows"""
"Love Storm","""International TV Shows, Romantic TV Shows, TV Comedies"""
"Part-Time Idol","""International TV Shows, Korean TV Shows, TV Comedies"""
"The Ultimatum","""International TV Shows, TV Dramas"""
"See You in Time","""International TV Shows, Romantic TV Shows, TV Dramas"""
"""Crazy, Lovely, Cool""","""International TV Shows, TV Dramas"""
"Zona Rosa","""International TV Shows, Spanish-Language TV Shows, Stand-Up Comedy & Talk Shows"""
"Sakho & Mangane","""Crime TV Shows, International TV Shows, TV Dramas"""
"Hello Ninja","Kids' TV"
"Morphle","""Action, Adventure, Family"""
"Bhaag Beanie Bhaag","""International TV Shows, Romantic TV Shows, TV Comedies"""
"DeMarcus Family Rules","Reality TV"
"Llama Llama","Kids' TV"
"Before 30","""International TV Shows, Romantic TV Shows, TV Comedies"""
"ARASHI's Diary -Voyage-","""Docuseries, International TV Shows"""
"Afronta! Facing It!","""Docuseries, International TV Shows"""
"Way Back into Love","""International TV Shows, Romantic TV Shows, TV Comedies"""
"Singapore Social","""International TV Shows, Reality TV"""
"Against the Tide","""Crime TV Shows, International TV Shows, TV Dramas"""
"Jimmy: The True Story of a True Idiot","""International TV Shows, TV Comedies, TV Dramas"""
"Stay Tuned!","""International TV Shows, TV Comedies, TV Dramas"""
"Jojo's World","""International TV Shows, Romantic TV Shows, TV Comedies"""
"Treehouse Detectives","""Kids' TV, TV Thrillers"""
"High Risk","""Docuseries, Reality TV"""
"Happy And","""International TV Shows, Korean TV Shows, TV Dramas"""
"The Dream Job","""International TV Shows, TV Dramas"""
"Edge of the Universe","""British TV Shows, Docuseries, Science & Nature TV"""
"Iron Ladies","""International TV Shows, Romantic TV Shows, TV Dramas"""
"Luna Petunia","Kids' TV"
"Sing On! Germany","""International TV Shows, Reality TV"""
"Shopkins","Kids' TV"
"My MVP Valentine","""International TV Shows, Romantic TV Shows, TV Dramas"""
"True: Terrific Tales","Kids' TV"
"The 10 Sins","""International TV Shows, TV Dramas"""
"On the Real","""International TV Shows, TV Dramas"""
"Mighty Little Bheem: Diwali","""Kids' TV, TV Comedies"""
"Bottersnikes & Gumbles","""British TV Shows, Kids' TV"""
"The Governor","""International TV Shows, TV Dramas"""
"Dance & Sing with True","Kids' TV"
"True: Magical Friends","Kids' TV"
"The Family Court","""International TV Shows, TV Dramas"""
"DAVE","""Comedy, Sitcom"""
"Cheers","""Classics, Comedy, Sitcom"""
"Family Guy","""Adult Animation, Comedy, Sitcom"""
"Cosmos","""Action, Science Fiction"""
"Steins;Gate","""Anime, International, Mystery"""
"Burn Notice","Drama"
"The Killing","""Crime, Drama, Mystery"""
"Bones","""Drama, Suspense"""
"Mr. Bean","""Comedy, Kids"""
"Misfits","""Comedy, Drama, International"""
"11.22.63","""Drama, Science Fiction"""
"Elementary","""Crime, Drama"""
"Pride and Prejudice","""Classics, Drama, History"""
"Taboo","""Crime, Drama"""
"Friday Night Lights","Drama"
"Mr Inbetween","""Crime, Drama"""
"Frasier","""Comedy, Sitcom"""
"The Office","Comedy"
"Atlanta","""Black Stories, Comedy, Drama"""
"Legion","""Action, Adventure, Drama"""
"Veronica Mars","""Crime, Drama, Teen"""
"Peep Show","""Comedy, International, Sitcom"""
"Criminal Minds","""Crime, Drama, Mystery"""
"Superstore","""Comedy, Sitcom"""
"Younger","""Comedy, Drama, Romance"""
"The Fosters","TV Shows"
"The Act","""Crime, Drama"""
"Workaholics","""Comedy, Sitcom"""
"Samurai Champloo","""Action, Anime, Drama"""
"Revenge","""Drama, Horror, Mystery"""
"Boston Legal","Drama"
"Broad City","""Comedy, Sitcom"""
"Desperate Housewives","Drama"
"Inside No. 9","""Comedy, Drama, Horror"""
"Blue Bloods","""Crime, Drama"""
"Cowboy Bebop","""Action, Adult Animation, Adventure"""
"""Love, Victor""","""Drama, LGBTQ+, Latino"""
"Fear the Walking Dead","""Drama, Horror, Science Fiction"""
