ID,Metric,Value
"Noah Cyrus, LabrinthMake Me (Cry)",Danceability,0.588
Derek & The DominosLayla - 40th Anniversary Version / 2010 Remastered,Danceability,0.404
"DJ KhaledI'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",Danceability,0.599
Joe JacksonIs She Really Going Out With Him?,Danceability,0.874
ShinedownSecond Chance,Danceability,0.46
JewelIntuition,Danceability,0.718
Transvision VampBaby I Don't Care,Danceability,0.584
Men At WorkWho Can It Be Now?,Danceability,0.816
Jason DeruloMarry Me,Danceability,0.568
Bay City RollersIt's a Game,Danceability,0.571
Procol HarumA Whiter Shade of Pale - Original Single Version,Danceability,0.249
HozierTake Me To Church,Danceability,0.456
VisageFade To Grey,Danceability,0.604
Elvis PresleyCrying In the Chapel,Danceability,0.255
Céline DionOnly One Road,Danceability,0.551
Billy OceanThere'll Be Sad Songs (To Make You Cry),Danceability,0.563
Michael JacksonWanna Be Startin' Somethin' (2008 with Akon) (with Akon) - Thriller 25th Anniversary Remix,Danceability,0.821
Taylor SwiftLove Story - US Album Version,Danceability,0.618
Charli XCXBoom Clap,Danceability,0.659
Guns N' RosesDon't Cry (Original),Danceability,0.437
Wham!Careless Whisper,Danceability,0.583
GrinspoonBetter Off Alone,Danceability,0.431
FlumeHoldin On,Danceability,0.43
Stars On 54If You Could Read My Mind,Danceability,0.609
Bill AndersonStill,Danceability,0.515
Portugal. The ManLive in the Moment,Danceability,0.546
Russell MorrisMr. America,Danceability,0.423
"Zedd, GriffInside Out (feat. Griff)",Danceability,0.64
Various ArtistsHit the Road Jack,Danceability,0.599
SladeCum on Feel the Noize,Danceability,0.398
Sara BareillesLove Song,Danceability,0.583
The DoorsTouch Me,Danceability,0.425
MetallicaOne - Remastered,Danceability,0.439
Various ArtistsWho Put The Bomp,Danceability,0.512
"Jessie JFlashlight - From ""Pitch Perfect 2"" Soundtrack",Danceability,0.383
Christine AnuParty,Danceability,0.734
Justice CrewQue Sera,Danceability,0.582
Elvis PresleyA Little Less Conversation - JXL Radio Edit Remix,Danceability,0.597
Red Hot Chili PeppersMy Friends,Danceability,0.439
Rita OraYour Song,Danceability,0.853
Simple PlanUntitled (How Could This Happen to Me?),Danceability,0.208
Lewis CapaldiBruises,Danceability,0.545
The DarknessLove Is Only a Feeling,Danceability,0.386
No DoubtIt's My Life,Danceability,0.612
CreamSunshine Of Your Love,Danceability,0.684
Darren HayesInsatiable,Danceability,0.665
John MellencampHurts So Good,Danceability,0.785
The Rolling StonesMother's Little Helper,Danceability,0.582
Camila CabelloDon't Go Yet,Danceability,0.666
Ellie GouldingPower,Danceability,0.535
DaBabyROCKSTAR (feat. Roddy Ricch),Danceability,0.746
MetallicaEnter Sandman,Danceability,0.579
Cheap TrickDream Police,Danceability,0.476
RihannaROCKSTAR 101,Danceability,0.337
Shawn MendesIn My Blood,Danceability,0.622
BeyoncéIrreplaceable,Danceability,0.447
The Rolling StonesWe Love You - Single Version/Mono,Danceability,0.265
Kaiser ChiefsMan on Mars,Danceability,0.311
Billie EilishYour Power,Danceability,0.634
One DirectionSteal My Girl,Danceability,0.536
Huey Lewis & The NewsThe Power Of Love,Danceability,0.768
The EasybeatsWomen (make You Feel Alright),Danceability,0.678
Dami Im(They Long to Be) Close to You,Danceability,0.548
"David Cassidy, The Partridge FamilyI Woke Up In Love This Morning",Danceability,0.584
The Mighty Mighty BosstonesThe Rascal King,Danceability,0.544
Flo RidaRight Round (feat. Ke$ha),Danceability,0.453
Bruno MarsThe Lazy Song,Danceability,0.794
Missy HigginsThe Special Two,Danceability,0.452
Patsy ClineI Fall To Pieces - Single Version,Danceability,0.481
Alicia KeysDoesn't Mean Anything,Danceability,0.713
Jagged EdgeLet's Get Married (feat. Run) - ReMarqable Remix,Danceability,0.852
Bob DylanLike a Rolling Stone,Danceability,0.482
Jonas BrothersOnly Human,Danceability,0.795
Post MaloneGoodbyes (feat. Young Thug),Danceability,0.593
Neil DiamondForever In Blue Jeans,Danceability,0.706
The RonettesBe My Baby,Danceability,0.511
Vanessa AmorosiShine,Danceability,0.488
"Stephen Sanchez, Em BeiholdUntil I Found You (with Em Beihold) - Em Beihold Version",Danceability,0.551
DionLovers Who Wander,Danceability,0.37
Dr. DreI Need A Doctor,Danceability,0.587
Conway TwittyYou've Never Been This Far Before,Danceability,0.469
ABCPoison Arrow,Danceability,0.728
"The Supermen Lovers, Mani HoffmanStarlight - Radio Edit",Danceability,0.739
Lady GagaMillion Reasons,Danceability,0.668
Various ArtistsCar Wash (Shark Tale Mix),Danceability,0.794
AFIMiss Murder,Danceability,0.308
QEDEverywhere I Go,Danceability,0.616
Laurent WeryHey Hey Hey (Pop Another Bottle) - Video Edit,Danceability,0.843
"PNAU, BudjerahStranger Love",Danceability,0.625
ColdplayIn My Place,Danceability,0.424
EvermoreIt's Too Late,Danceability,0.539
LiveLightning Crashes,Danceability,0.391
Noah KahanHurt Somebody (With Julia Michaels),Danceability,0.83
Jack GarrattBreathe Life,Danceability,0.607
Matt FlindersButterfly,Danceability,0.219
UB40Where Did I Go Wrong,Danceability,0.789
KISSGod Gave Rock 'N' Roll To You II,Danceability,0.444
Night RangerSister Christian,Danceability,0.448
R. KellyIgnition - Remix,Danceability,0.795
"Machine Gun Kelly, X Ambassadors, Bebe RexhaHome (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Danceability,0.653
The BabysEvery Time I Think of You,Danceability,0.395
CherIf I Could Turn Back Time,Danceability,0.658
Manfred MannDo Wah Diddy Diddy,Danceability,0.661
Edwin McCainI'll Be,Danceability,0.371
Jessica MauboyRunning Back (feat. Flo Rida),Danceability,0.483
The Rolling StonesThe Last Time - Mono Version,Danceability,0.327
Sam FeldtPost Malone (feat. RANI),Danceability,0.59
Taylor SwiftYou All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),Danceability,0.589
White LiesTo Lose My Life,Danceability,0.546
"DrakeHold On, We're Going Home",Danceability,0.773
SheppardGeronimo,Danceability,0.705
The All-American RejectsGives You Hell,Danceability,0.718
IllyOn & On,Danceability,0.58
"Jason Derulo, Adam LevineLifestyle (feat. Adam Levine)",Danceability,0.749
Bee GeesYou Win Again,Danceability,0.547
Ben LeeInto The Dark,Danceability,0.779
Bruno MarsIf I Knew,Danceability,0.522
GotyeSomebody That I Used To Know,Danceability,0.865
M.I.A.Bad Girls,Danceability,0.639
Cold ChiselYou Got Nothing I Want,Danceability,0.508
Maroon 5Never Gonna Leave This Bed,Danceability,0.608
The EasybeatsFriday on My Mind,Danceability,0.418
Zac Brown BandChicken Fried,Danceability,0.566
Wiz KhalifaSee You Again (feat. Charlie Puth),Danceability,0.689
Lady ACan't Take My Eyes Off You,Danceability,0.247
Joe DolceShaddap You Face,Danceability,0.762
John MayerYour Body Is a Wonderland,Danceability,0.647
Sam FeldtShow Me Love,Danceability,0.589
Jimmy BarnesToo Much Ain't Enough Love,Danceability,0.623
Ne-YoLazy Love,Danceability,0.413
Ne-YoDo You,Danceability,0.588
Ariana GrandeJust A Little Bit Of Your Heart,Danceability,0.44
"Ed Sheeran, Justin BieberI Don't Care (with Justin Bieber)",Danceability,0.798
Rascal FlattsLet It Hurt,Danceability,0.474
PhoenixLasso,Danceability,0.645
PrinceSexy M.F.,Danceability,0.77
TamiaAlmost,Danceability,0.816
Dominic Fike3 Nights,Danceability,0.815
Boris GardinerI Want to Wake Up With You,Danceability,0.712
Dead By SunriseCrawl Back In,Danceability,0.501
The Pussycat DollsStickwitu,Danceability,0.548
Birds Of TokyoPlans,Danceability,0.611
DonovanUniversal Soldier,Danceability,0.596
SmokieLiving Next Door to Alice,Danceability,0.591
Meghan TrainorMother,Danceability,0.75
Foo FightersThe Pretender,Danceability,0.433
Groove ArmadaHistory,Danceability,0.623
The Rolling StonesStart Me Up - Remastered 2009,Danceability,0.631
"Alex K, KCB, Sash!Young Hearts Run Free",Danceability,0.702
Thirsty MercIn the Summertime,Danceability,0.504
Various ArtistsSwamp Thing,Danceability,0.666
Gilbert O'SullivanClair,Danceability,0.72
ToploaderDancing in the Moonlight,Danceability,0.639
The HolliesLong Cool Woman (In a Black Dress) - 1999 Remaster,Danceability,0.757
GyroscopeWhat Do I Know About Pain?,Danceability,0.502
Neil DiamondHolly Holy - Single Version,Danceability,0.287
P!nkBad Influence,Danceability,0.665
Backstreet BoysI Want It That Way,Danceability,0.689
Robert PalmerAddicted To Love - Remix,Danceability,0.706
Barry ManilowLet's Hang On,Danceability,0.608
ICEHOUSECan't Help Myself,Danceability,0.735
Matt MonroBorn Free,Danceability,0.187
Gary Puckett & The Union GapOver You,Danceability,0.4
Delta GoodremEnough (feat. Gizzle),Danceability,0.433
Paul YoungWherever I Lay My Hat (That's My Home),Danceability,0.63
Martin SolveigThe Night Out,Danceability,0.61
QueenWe Are The Champions - Remastered 2011,Danceability,0.268
Joel AdamsPlease Don't Go,Danceability,0.513
Gwen StefaniThe Sweet Escape,Danceability,0.756
Pet Shop BoysAbsolutely Fabulous - 7'' Mix; 2001 Remastered Version,Danceability,0.633
Eiffel 65Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,Danceability,0.822
Paul KellyDumb Things,Danceability,0.433
"Diana RossEndless Love - From ""The Endless Love"" Soundtrack",Danceability,0.21
Third Eye BlindSemi-Charmed Life,Danceability,0.64
Janet JacksonBlack Cat,Danceability,0.704
Hilltop HoodsChase That Feeling,Danceability,0.604
Puddle Of MuddPsycho,Danceability,0.573
Tracy ChapmanGive Me One Reason - 2015 Remaster,Danceability,0.595
Rick PriceNot a Day Goes By,Danceability,0.609
Various Artists(I Just) Died In Your Arms,Danceability,0.585
NickelbackIf Today Was Your Last Day,Danceability,0.485
"Post Malone, Swae LeeSunflower - Spider-Man: Into the Spider-Verse",Danceability,0.753
98ºThe Hardest Thing,Danceability,0.723
Kim CesarionUndressed,Danceability,0.805
Rob ThomasGive Me the Meltdown,Danceability,0.633
Ned MillerFrom A Jack To A King,Danceability,0.627
Madison AvenueWho The Hell Are You,Danceability,0.733
GATCTime to Wander,Danceability,0.548
Kelly RowlandDilemma (feat. Kelly Rowland),Danceability,0.736
Various ArtistsCasanova,Danceability,0.716
Black Eyed PeasDon't Phunk With My Heart,Danceability,0.69
"Blood\, Sweat & TearsYou've Made Me So Very Happy",Danceability,0.411
R.E.M.Orange Crush,Danceability,0.568
BjörkIt's Oh So Quiet,Danceability,0.459
INXSDon't Change,Danceability,0.206
Grand Funk RailroadThe Loco-Motion - Remastered 2002,Danceability,0.456
Prince1999 - Edit,Danceability,0.882
John DenverAnnie's Song,Danceability,0.304
Tommy RoeParty Girl,Danceability,0.592
"SHAED, ZAYNTrampoline (with ZAYN)",Danceability,0.619
Alicia KeysTears Always Win,Danceability,0.706
A-Type PlayerSpiderman Theme (Karaoke Version With Background Vocals) - Originally Performed By Michael Bublé,Danceability,0.72
Newton FaulknerDream Catch Me,Danceability,0.628
Crowded HouseBetter Be Home Soon,Danceability,0.437
Daddy CoolCome Back Again - 2011 Remaster,Danceability,0.739
Zara LarssonDon't Let Me Be Yours,Danceability,0.792
Sonny & CherSing C'est La Vie,Danceability,0.278
EminemCleanin' Out My Closet,Danceability,0.905
GyroscopeAustralia,Danceability,0.419
ShakiraShe Wolf,Danceability,0.865
AlunaGeorgeAttracting Flies,Danceability,0.76
Taylor SwiftWhite Horse,Danceability,0.578
Linkin ParkBURN IT DOWN,Danceability,0.585
Boney M.Rivers of Babylon,Danceability,0.729
AviciiHey Brother,Danceability,0.545
Johnny O'KeefeSo Tough,Danceability,0.594
Various Artists...Baby One More Time,Danceability,0.759
Elvis PresleyLittle Sister,Danceability,0.6
The DovellsYou Can't Sit Down,Danceability,0.613
Tommy RoeSweet Pea,Danceability,0.586
Al GreenLet's Stay Together,Danceability,0.746
Ava MaxMy Head & My Heart,Danceability,0.614
Glee CastTotal Eclipse Of The Heart (Glee Cast Version) (feat. Jonathan Groff),Danceability,0.513
"David Cassidy, The Partridge FamilyDaydreamer",Danceability,0.469
Lenny KravitzAre You Gonna Go My Way,Danceability,0.619
Nico & VinzIn Your Arms,Danceability,0.431
Mike PosnerPlease Don't Go,Danceability,0.699
Céline DionFalling Into You,Danceability,0.371
No MercyKiss You All Over,Danceability,0.655
Roy OrbisonIn Dreams,Danceability,0.495
KisschasyGeneration Why,Danceability,0.529
Taio CruzDynamite,Danceability,0.751
Jessica MauboyWake Me Up,Danceability,0.634
Brian May & The ABC ShowbandTheme from Rush,Danceability,0.42
Flo RidaJump (feat. Nelly Furtado),Danceability,0.731
StrawbsPart Of The Union,Danceability,0.623
Kanye WestJesus Walks,Danceability,0.623
Chas & DaveAin’t No Pleasing You,Danceability,0.481
Thirty Seconds To MarsA Beautiful Lie,Danceability,0.479
blink-182Adam's Song,Danceability,0.518
Alle FarbenShe Moves,Danceability,0.833
Midnight JuggernautsInto The Galaxy,Danceability,0.507
GarbageWhen I Grow Up,Danceability,0.563
The WeekndStarboy,Danceability,0.677
Kevin LyttleTurn Me On,Danceability,0.677
CoCo LeeBefore I Fall in Love,Danceability,0.612
John MellencampHurts So Good,Danceability,0.785
TLCCreep,Danceability,0.811
Michael NesmithRio,Danceability,0.548
MobyBodyrock,Danceability,0.648
Pat BenatarLove Is A Battlefield,Danceability,0.683
Thin LizzyThe Boys Are Back In Town,Danceability,0.445
MØFinal Song,Danceability,0.695
ZZ TopLegs - 2008 Remaster,Danceability,0.611
Meredith BrooksBitch,Danceability,0.617
Sheila E.The Belle of St. Mark,Danceability,0.612
The OsmondsYoung Love,Danceability,0.578
Bruce SpringsteenGlory Days,Danceability,0.562
The VeronicasYou Ruin Me,Danceability,0.478
"Macklemore & Ryan Lewis, Macklemore, Ryan LewisSame Love (feat. Mary Lambert)",Danceability,0.688
Judie TzukeStay with Me Till Dawn,Danceability,0.32
MKTOForever Until Tomorrow,Danceability,0.519
Busta RhymesI Know What You Want (feat. Flipmode Squad),Danceability,0.563
Katy PerryWide Awake,Danceability,0.514
Jessica MauboyPhotograph,Danceability,0.705
Ariana GrandeSide To Side,Danceability,0.65
Hilltop HoodsCosby Sweater,Danceability,0.794
Benny MardonesInto The Night,Danceability,0.435
WolfmotherJoker And The Thief,Danceability,0.264
Yo La TengoMy Little Corner of the World,Danceability,0.567
NathanielYou,Danceability,0.609
Dermot KennedyOutnumbered,Danceability,0.614
PoisonEvery Rose Has Its Thorn - Remastered 2003,Danceability,0.533
Bon JoviHave A Nice Day,Danceability,0.5
Doctor & The MedicsSpirit in the Sky,Danceability,0.619
Mi-SexPeople - 2007 Remastered,Danceability,0.487
Rag'n'Bone ManHuman,Danceability,0.602
Various ArtistsSanta Never Made It into Darwin,Danceability,0.656
Various ArtistsChanged The Way You Kissed Me (Radio Edit),Danceability,0.576
RandomPut Your Hand Up - Radio Mix,Danceability,0.834
Barbara RayI Don't Wanna Play House,Danceability,0.552
Ellie DrennanHard Love,Danceability,0.628
Boy & BearFeeding Line,Danceability,0.643
Bec CartwrightAll Seats Taken,Danceability,0.744
PretendersI'll Stand by You,Danceability,0.438
Guru JoshInfinity,Danceability,0.609
The OffspringHit That,Danceability,0.704
"Jason Derulo, Adam LevineLifestyle (feat. Adam Levine)",Danceability,0.752
Michael JacksonIn the Closet - Single Version,Danceability,0.861
"Marshmello, Demi LovatoOK Not To Be OK",Danceability,0.743
StepsBetter Best Forgotten,Danceability,0.721
John Butler TrioZebra,Danceability,0.632
Wendy MatthewsThe Day You Went Away,Danceability,0.628
The MonkeesShe - Original Stereo Version; 2006 Remaster,Danceability,0.506
LiveI Alone,Danceability,0.411
Tame ImpalaSolitude Is Bliss,Danceability,0.591
Cascadaeverytime we touch [Yanou's candlelight mix],Danceability,0.445
The BucketheadsThe Bomb! (These Sounds Fall Into My Mind),Danceability,0.805
Elkie BrooksSunshine After The Rain,Danceability,0.649
KulchaShaka Jam - Radio Edit,Danceability,0.774
Taylor SwiftThe Man,Danceability,0.777
"Calum Scott, Leona LewisYou Are The Reason - Duet Version",Danceability,0.379
Howie DayCollide - Acoustic Version,Danceability,0.582
Petula ClarkMy Love,Danceability,0.316
Gibson BrothersQue Sera Mi Vida,Danceability,0.591
Amy SharkAdore,Danceability,0.592
"Four TopsI Can't Help Myself (Sugar Pie, Honey Bunch)",Danceability,0.667
Taylor SwiftShake It Off,Danceability,0.647
PassengerHoles - Radio Edit,Danceability,0.369
Kings of LeonRadioactive,Danceability,0.408
Bob SegerShakedown,Danceability,0.571
CeeLo GreenFuck You,Danceability,0.693
Ronan KeatingLife Is A Rollercoaster,Danceability,0.658
U2Pride (In The Name Of Love),Danceability,0.454
Hampton The HampsterThank God I'm A Country Boy,Danceability,0.788
John FarnhamHearts on Fire,Danceability,0.646
Arctic MonkeysDo I Wanna Know?,Danceability,0.548
RedfooNew Thang,Danceability,0.743
Foo FightersBest of You,Danceability,0.372
GalantisTell Me You Love Me,Danceability,0.762
George HarrisonAll Those Years Ago - Remastered 2004,Danceability,0.555
BlueAll Rise,Danceability,0.738
Billie Eilishwish you were gay,Danceability,0.853
Boney M.Daddy Cool,Danceability,0.763
RegardRide It,Danceability,0.88
Guy SebastianTonight Again,Danceability,0.702
East 17Stay Another Day,Danceability,0.515
Red Hot Chili PeppersThe Zephyr Song,Danceability,0.717
The Black CrowesHard To Handle,Danceability,0.591
Jessica MauboyThis Ain't Love,Danceability,0.558
"Jimmy ClantonGo, Jimmy, Go",Danceability,0.502
Olivia Newton-JohnYou're The One That I Want - From “Grease”,Danceability,0.743
Jimmy SoulIf You Wanna Be Happy,Danceability,0.639
Sugar RaySomeday,Danceability,0.745
Vanilla FudgeYou Keep Me Hangin' On,Danceability,0.206
